id,tweet_url,img_url,labels,labels_value,labels_Final,tweet_text,labels_str
1109753689261129728,https://twitter.com/user/status/1109753689261129728,http://pbs.twimg.com/media/D2ajGYTWkAAcWRS.jpg,"[2, 2, 2]",2,1,Full Video: https://t.co/wuphmubF2Q Blonde MILF babe on high heels Nikki Benz feels her spread cunt... https://t.co/ioVsHMqfnm,"['Sexist', 'Sexist', 'Sexist']"
1113181824417714178,https://twitter.com/user/status/1113181824417714178,http://pbs.twimg.com/media/D3LQ92CWwAERf7k.jpg,"[2, 0, 2]",2,n,Boy I swear have a nigga like 🥴🤤 https://t.co/WtlbNgkGaj,"['Sexist', 'NotHate', 'Sexist']"
1107764788183076864,https://twitter.com/user/status/1107764788183076864,http://pbs.twimg.com/media/D1-SNFcXgAAH_WX.jpg,"[0, 2, 2]",2,1,Watch lesbian movie: https://t.co/JxgIbNGS1X Tickle My Redhead Twat https://t.co/QeNiz4C9bs,"['NotHate', 'Sexist', 'Sexist']"
1063864869584130048,https://twitter.com/user/status/1063864869584130048,http://pbs.twimg.com/media/DsObdTLVYAApazQ.jpg,"[2, 2, 2]",2,n,@celinedion @celline_dione Celine is one evil cunt. https://t.co/ljacJQOpLL,"['Sexist', 'Sexist', 'Sexist']"
1114685950880169985,https://twitter.com/user/status/1114685950880169985,http://pbs.twimg.com/media/D3go9R7UcAA6zSK.jpg,"[2, 2, 0]",2,n,Dumb cunt https://t.co/k5vQHxeQtk,"['Sexist', 'Sexist', 'NotHate']"
1106861595370631168,https://twitter.com/user/status/1106861595370631168,http://pbs.twimg.com/ext_tw_video_thumb/1106861500466163713/pu/img/1Ng7mg4pVzgUVu-z.jpg,"[3, 2, 2]",2,1,"Goddam, I’d love to be cheek to cheek with this guy eating her cunt https://t.co/wpjicDzUr6","['Homophobe', 'Sexist', 'Sexist']"
1105606893832204289,https://twitter.com/user/status/1105606893832204289,http://pbs.twimg.com/ext_tw_video_thumb/1105606783048081410/pu/img/WsJS8UMbRdaGzTUA.jpg,"[2, 0, 2]",2,0,"My cunt needs shaving. But first, a piss. #pissing #piss https://t.co/ILcmO8rsya","['Sexist', 'NotHate', 'Sexist']"
1107940893624016896,https://twitter.com/user/status/1107940893624016896,http://pbs.twimg.com/media/D2AySmLX4AE8CFx.jpg,"[2, 3, 2]",2,n,@faggotlars proud faggot to expose https://t.co/31HuzZqwWU,"['Sexist', 'Homophobe', 'Sexist']"
1110026951391993856,https://twitter.com/user/status/1110026951391993856,http://pbs.twimg.com/tweet_video_thumb/D2ebnzEVYAYaJVw.jpg,"[0, 2, 2]",2,1,"@auntiechrissyy GET OFF MY JOCK, CUNT!!!!! https://t.co/Y3nveXtKXP","['NotHate', 'Sexist', 'Sexist']"
1041798572864352256,https://twitter.com/user/status/1041798572864352256,http://pbs.twimg.com/ext_tw_video_thumb/791246737688162304/pu/img/Xb6hW5XrS2ugmLHW.jpg,"[2, 2, 0]",2,1,"Licking her juicy lips and rubbing her shaven twat, blonde … ! #Porn Clip &gt;&gt; https://t.co/gZ9qtnYd2J &lt;&lt; https://t.co/CLaFMIC3Mp","['Sexist', 'Sexist', 'NotHate']"
1115482830870544384,https://twitter.com/user/status/1115482830870544384,http://pbs.twimg.com/media/D3r9gtzW0AA7jIu.jpg,"[2, 2, 2]",2,0,Lucy Hale BABE★COCK #babecock #cock #penis #sissy #faggot #cocksucker #babe https://t.co/B5PJMlZYec,"['Sexist', 'Sexist', 'Sexist']"
1057471377945448449,https://twitter.com/user/status/1057471377945448449,http://pbs.twimg.com/ext_tw_video_thumb/1057471355862441984/pu/img/hFNbzE6qjwARX-Kq.jpg,"[2, 0, 2]",2,1,to all the retarded twitter bitches that relied on pitchfork for information on x😂👎 https://t.co/35S0YC5f9N,"['Sexist', 'NotHate', 'Sexist']"
1113948231917088768,https://twitter.com/user/status/1113948231917088768,http://pbs.twimg.com/tweet_video_thumb/D2yea42VAAARGDR.jpg,"[0, 2, 2]",2,1,real ass bxch give a fuck bout a nigga https://t.co/CoNdy0A2GM,"['NotHate', 'Sexist', 'Sexist']"
1115104555858051073,https://twitter.com/user/status/1115104555858051073,http://pbs.twimg.com/media/D3mlrngWwAAoZ7x.jpg,"[3, 2, 2]",2,n,Faggot abused by Jonathon https://t.co/iEwSFAwLOe,"['Homophobe', 'Sexist', 'Sexist']"
1116428853101170688,https://twitter.com/user/status/1116428853101170688,http://pbs.twimg.com/media/D35aHp3WsAAWng8.jpg,"[2, 2, 2]",2,1,😂😂😂😂 fuck me. Noncey cunt https://t.co/wWmcXrVPtD,"['Sexist', 'Sexist', 'Sexist']"
1107254571905224706,https://twitter.com/user/status/1107254571905224706,http://pbs.twimg.com/tweet_video_thumb/D13CGPoXcAETsBR.jpg,"[2, 2, 0]",2,n,Once a Cunt box has had a Alpha Cock The Ass hole is going to yell Me..Me..Me..Pick..Me https://t.co/wov8xWQLR7,"['Sexist', 'Sexist', 'NotHate']"
1117455352088412169,https://twitter.com/user/status/1117455352088412169,http://pbs.twimg.com/media/D4H_uI5XkAEuxyq.jpg,"[2, 2, 2]",2,1,Full Movie: https://t.co/dE3UkmVo6q Spreading her cunt MILF babe Eveline could better dildo her beaver... https://t.co/MnE3bx9Olu,"['Sexist', 'Sexist', 'Sexist']"
1052635243079979008,https://twitter.com/user/status/1052635243079979008,http://pbs.twimg.com/tweet_video_thumb/Dpu2KN9VsAA-Dhc.jpg,"[2, 2, 0]",2,n,@gettingthere88 This is what happens every time I think about that cunt https://t.co/U2tZerDF0f,"['Sexist', 'Sexist', 'NotHate']"
1050546114716463104,https://twitter.com/user/status/1050546114716463104,http://pbs.twimg.com/media/DpRKHiqW4AAuB_x.jpg,"[2, 2, 0]",2,0,@demonjoefrance They accepted the twat feelsbadman https://t.co/QsvvH9V0cn,"['Sexist', 'Sexist', 'NotHate']"
1110329663321186304,https://twitter.com/user/status/1110329663321186304,http://pbs.twimg.com/ext_tw_video_thumb/1110329652332191751/pu/img/jK3L3cVv9ZI7Auxm.jpg,"[2, 2, 0]",2,0,He said CUNT 🤣🤣🤣😭😭😭😱 https://t.co/ZlpJWdHU31,"['Sexist', 'Sexist', 'NotHate']"
1114360156500918274,https://twitter.com/user/status/1114360156500918274,http://pbs.twimg.com/media/D3cAkVKX4AEczhE.jpg,"[3, 2, 2]",2,1,🔥🔥🔥🔥🔥Mecumi sucks two shlongs and will get cum in cunt 💥 https://t.co/fLj2oCnfD0,"['Homophobe', 'Sexist', 'Sexist']"
1055193245293182976,https://twitter.com/user/status/1055193245293182976,http://pbs.twimg.com/ext_tw_video_thumb/1055193204201586690/pu/img/tbJLkAPo0EfIcSOf.jpg,"[0, 2, 2]",2,n,any cunt want a snout https://t.co/FX8QsgYt84,"['NotHate', 'Sexist', 'Sexist']"
1108708095079796737,https://twitter.com/user/status/1108708095079796737,http://pbs.twimg.com/media/D2LsIxXUcAAYCQ5.jpg,"[2, 2, 2]",2,0,Huge dick hillbilly bangs backpackers https://t.co/mIR7RaFSYj https://t.co/5sKjNcNlpm,"['Sexist', 'Sexist', 'Sexist']"
1056084462251974656,https://twitter.com/user/status/1056084462251974656,http://pbs.twimg.com/media/Dqf3MB6X0AAKZhe.jpg,"[5, 2, 2]",2,1,yes very cute funny tweets fucking slutty retard https://t.co/Y0H3LtfUMK,"['OtherHate', 'Sexist', 'Sexist']"
1107560356531105792,https://twitter.com/user/status/1107560356531105792,http://pbs.twimg.com/media/D17YRaPWwAAUxpl.jpg,"[1, 2, 2]",2,0,This nigga kno he got ass 🤦🏽‍♂️ https://t.co/K1MAJ3P16U,"['Racist', 'Sexist', 'Sexist']"
1046111903460675585,https://twitter.com/user/status/1046111903460675585,http://pbs.twimg.com/media/DoSJNmYXsAA44Ba.jpg,"[2, 5, 2]",2,1,To all the SJW journo-femmes out there. https://t.co/vSQ8y8TW8R,"['Sexist', 'OtherHate', 'Sexist']"
1061061929660305408,https://twitter.com/user/status/1061061929660305408,http://pbs.twimg.com/media/DrmmMVcX4AAc8aU.jpg,"[2, 0, 2]",2,1,prova wet cunt dbz hentai hoe older lesbians sara st wet tits us uk https://t.co/59NhPmi4O8,"['Sexist', 'NotHate', 'Sexist']"
1054430355288195074,https://twitter.com/user/status/1054430355288195074,http://pbs.twimg.com/media/DqIWz1IWsAAppVW.jpg,"[2, 2, 0]",2,n,"@dbhoops Are you fucking stupid? There is not going to be another vote. Grow up, twat. https://t.co/wv2g3dbfT6","['Sexist', 'Sexist', 'NotHate']"
1061702380159426560,https://twitter.com/user/status/1061702380159426560,http://pbs.twimg.com/media/DrvsrxUWwAEUGWI.jpg,"[2, 2, 2]",2,n,@AnthonyMahoney3 So this is what a smarmy cunt looks like 👍👍 https://t.co/HzE1QovDGL,"['Sexist', 'Sexist', 'Sexist']"
1113143121473306625,https://twitter.com/user/status/1113143121473306625,http://pbs.twimg.com/tweet_video_thumb/D3Ktv9EWsAAogKR.jpg,"[3, 2, 2]",2,n,That's a Nigga Intervention !!! #BlacksOnBlondes #DogfartNetwork https://t.co/Gfn4XFgxvP,"['Homophobe', 'Sexist', 'Sexist']"
1108751772238168065,https://twitter.com/user/status/1108751772238168065,http://pbs.twimg.com/media/D2MT27nX0AEe2e7.jpg,"[0, 2, 2]",2,n,First day of spring bringing my white trash Filionaire out #NewProfilePic https://t.co/bZIJsw85Fp,"['NotHate', 'Sexist', 'Sexist']"
1046323593439793158,https://twitter.com/user/status/1046323593439793158,http://pbs.twimg.com/media/DoVJwsAXoAAqltd.jpg,"[2, 2, 2]",2,n,@CosFot Twat. https://t.co/uoSbNwymN0,"['Sexist', 'Sexist', 'Sexist']"
1047221991806328833,https://twitter.com/user/status/1047221991806328833,http://pbs.twimg.com/media/Doh62g7XkAEiqcD.jpg,"[0, 2, 2]",2,n,Beer van twat anyone? https://t.co/GOoOVwUWlZ,"['NotHate', 'Sexist', 'Sexist']"
1114421280348839936,https://twitter.com/user/status/1114421280348839936,http://pbs.twimg.com/media/D3c4PuiV4AEmftt.jpg,"[0, 2, 2]",2,1,"""Nothing beats the feeling of a freshly shaved cunt~"" https://t.co/4BjAYWcQ2q","['NotHate', 'Sexist', 'Sexist']"
1105105888669548545,https://twitter.com/user/status/1105105888669548545,http://pbs.twimg.com/media/D1Yf8lCWkAAHff8.jpg,"[3, 2, 2]",2,1,"I didn’t even notice I had a little #precum string until I was about to ruin in, I’m such a #sissy #faggot ❤️❤️❤️ https://t.co/LZ3q6uScV9","['Homophobe', 'Sexist', 'Sexist']"
1062378609426481157,https://twitter.com/user/status/1062378609426481157,http://pbs.twimg.com/ext_tw_video_thumb/1062378597581815809/pu/img/dqJIyylyYpYz66rj.jpg,"[0, 2, 2]",2,0,"I acc cant with him, remember walking away from him smiling like a twat 😊 https://t.co/Orjndwmtzd","['NotHate', 'Sexist', 'Sexist']"
1053813090272321537,https://twitter.com/user/status/1053813090272321537,http://pbs.twimg.com/media/Dp_la0HX0AAUD_C.jpg,"[2, 2, 0]",2,0,This little cunt justtook the biggest cock in the club. https://t.co/FyVyquAbSq,"['Sexist', 'Sexist', 'NotHate']"
1058877564343570432,https://twitter.com/user/status/1058877564343570432,http://pbs.twimg.com/tweet_video_thumb/DrHjh3sVYAIjtGj.jpg,"[2, 2, 0]",2,1,"@BryanLeslie_nz @KamalaHarris If you are going to act like a disgusting twat, at least use spellcheck. #muted https://t.co/zQaOiP0Hs0","['Sexist', 'Sexist', 'NotHate']"
1109197030629564417,https://twitter.com/user/status/1109197030629564417,http://pbs.twimg.com/media/D2So0LlWkAEuhB1.jpg,"[2, 2, 2]",2,n,@paigeg08 Ya not ya attention seeking cunt https://t.co/Z8AAd1Vs9P,"['Sexist', 'Sexist', 'Sexist']"
1113926276102926338,https://twitter.com/user/status/1113926276102926338,http://pbs.twimg.com/media/D3V2ChDW4AA44cB.jpg,"[2, 0, 2]",2,n,What a hot piece of cunt meat this slut is https://t.co/DsLVuy8SwA,"['Sexist', 'NotHate', 'Sexist']"
1107462829509169152,https://twitter.com/user/status/1107462829509169152,http://pbs.twimg.com/media/D15_kdwX4AAid0q.jpg,"[2, 3, 2]",2,1,"U know she racist, but horny af too when she call u a nigga https://t.co/hSUrWCpFEk","['Sexist', 'Homophobe', 'Sexist']"
1061687417911107584,https://twitter.com/user/status/1061687417911107584,http://pbs.twimg.com/media/DrvfEzGWoAUu9dh.jpg,"[0, 2, 2]",2,0,@Megawatt7 Duuuuh #ocon being a wonder cunt! Like the heck was he thinking??? #BrazilGP https://t.co/Fi2nEsw3zr,"['NotHate', 'Sexist', 'Sexist']"
1114030697239306241,https://twitter.com/user/status/1114030697239306241,http://pbs.twimg.com/tweet_video_thumb/D3XVAtAU0AAu6t0.jpg,"[2, 2, 2]",2,1,@CruisinSoozan And her bitch-cunt mother! https://t.co/NgaIEYwHK5,"['Sexist', 'Sexist', 'Sexist']"
1110242096672399360,https://twitter.com/user/status/1110242096672399360,http://pbs.twimg.com/ext_tw_video_thumb/1110241706945982468/pu/img/6yJi6CdnwyXU6rnT.jpg,"[2, 2, 2]",2,1,Ladies....once you suck your nigga's dick like this....aint no such thing as havin male friends #DSLAF https://t.co/NioVHPeX75,"['Sexist', 'Sexist', 'Sexist']"
1107401966823657473,https://twitter.com/user/status/1107401966823657473,http://pbs.twimg.com/media/D15IOE-WkAA81Pg.jpg,"[2, 0, 2]",2,n,Another sale! Get one too! Lemme sit on ur face! Lick my hairy cunt https://t.co/uSY9BGEKKB #MVSales #ManyVids https://t.co/3c5LcBs9GO,"['Sexist', 'NotHate', 'Sexist']"
1062005683166629888,https://twitter.com/user/status/1062005683166629888,http://pbs.twimg.com/media/Dr0Ah-XWwAAUejF.jpg,"[2, 2, 5]",2,n,"And Corbyn will fucking go for it, the narcissistic twat! https://t.co/IymAfBWppP","['Sexist', 'Sexist', 'OtherHate']"
1058740539850416128,https://twitter.com/user/status/1058740539850416128,http://pbs.twimg.com/media/DrFm1AaWoAAIdbv.jpg,"[2, 2, 5]",2,n,Hit-cunt https://t.co/EW7Z1MM0Ca,"['Sexist', 'Sexist', 'OtherHate']"
1115687043995262977,https://twitter.com/user/status/1115687043995262977,http://pbs.twimg.com/media/D3u3c2YWsAUgGN9.jpg,"[0, 2, 2]",2,n,@_ExplicitConten FEED ME NIGGA 🌽🍑🍌🍑 https://t.co/mWtJaOhk67,"['NotHate', 'Sexist', 'Sexist']"
1113640826100428800,https://twitter.com/user/status/1113640826100428800,http://pbs.twimg.com/tweet_video_thumb/D3RyaEwWkAErixv.jpg,"[2, 0, 2]",2,1,Needs a futa to degrade her while resizing her cunt and reorganizing her guts. https://t.co/LUg4RYXMf6,"['Sexist', 'NotHate', 'Sexist']"
1109280134505197568,https://twitter.com/user/status/1109280134505197568,http://pbs.twimg.com/media/D2T0YYEUcAATUUN.jpg,"[0, 2, 2]",2,n,a weapon to surpass cunt wars https://t.co/Ci6MDDGtAQ,"['NotHate', 'Sexist', 'Sexist']"
1058307692098453504,https://twitter.com/user/status/1058307692098453504,http://pbs.twimg.com/media/Dq_dOwqWwAE0D27.jpg,"[2, 0, 2]",2,n,@Beys_Knees I see you too liking those BOSS hate comments you ain’t slick cunt🤧 https://t.co/QATtD5k89G,"['Sexist', 'NotHate', 'Sexist']"
1045598338203226112,https://twitter.com/user/status/1045598338203226112,http://pbs.twimg.com/media/DoK2IoHXsAAfTYc.jpg,"[2, 2, 0]",2,0,"“So the ball comes in, shook him off, brought it down, and twat, right in the stanchion” https://t.co/2A9brCJcBB","['Sexist', 'Sexist', 'NotHate']"
1047200587484450817,https://twitter.com/user/status/1047200587484450817,http://pbs.twimg.com/media/DohnYciXgAUdJ9s.jpg,"[2, 2, 5]",2,n,Seriously look at this twat! #GetTheToriesOut https://t.co/mpzQ7BrLPY,"['Sexist', 'Sexist', 'OtherHate']"
1116643713055428609,https://twitter.com/user/status/1116643713055428609,http://pbs.twimg.com/media/D38diiYW4AEocj0.jpg,"[2, 0, 2]",2,1,Full Gallery: https://t.co/zUymC8GZ7X Gorgeous MILF with amazing tits Ariella Ferrera teasing her hairy cunt... https://t.co/99Ij1uYVBM,"['Sexist', 'NotHate', 'Sexist']"
1061994624930070530,https://twitter.com/user/status/1061994624930070530,http://pbs.twimg.com/media/Drz2d4oU4AIVHdH.jpg,"[2, 2, 0]",2,1,#NotAllMen but literally almost every woman I know?! #EndSH #nufoshey @nufoshey https://t.co/l8FkI4HSY9,"['Sexist', 'Sexist', 'NotHate']"
1025070841472659456,https://twitter.com/user/status/1025070841472659456,http://pbs.twimg.com/media/DjnIeWYXoAAJWFV.jpg,"[0, 2, 2]",2,1,cunt in a plaid skirt https://t.co/gv4dCi601v,"['NotHate', 'Sexist', 'Sexist']"
1105229618519236608,https://twitter.com/user/status/1105229618519236608,http://pbs.twimg.com/tweet_video_thumb/D1aQehHV4AA0ZaY.jpg,"[0, 2, 2]",2,n,Nigga where the bag at? https://t.co/TI7UWoSaE2,"['NotHate', 'Sexist', 'Sexist']"
1063022768046792705,https://twitter.com/user/status/1063022768046792705,http://pbs.twimg.com/media/DsCdkfvVsAEJ1Qa.jpg,"[2, 2, 0]",2,1,Honestly how does this cunt get views?? This thumbnail is Fucking Ghastly! 😂😂 https://t.co/plTaC4MsyQ,"['Sexist', 'Sexist', 'NotHate']"
1114821544738459648,https://twitter.com/user/status/1114821544738459648,http://pbs.twimg.com/media/D3ikSMIXkAA5Bkr.jpg,"[2, 0, 2]",2,1,"and fit that ton-tongue d-deep in, I guess this cunt gettin eaten https://t.co/iO82yrH7PI","['Sexist', 'NotHate', 'Sexist']"
1050984988890554368,https://twitter.com/user/status/1050984988890554368,http://pbs.twimg.com/tweet_video_thumb/DpXZQV9W4AAskxo.jpg,"[2, 2, 0]",2,n,@ajblackwriter Hallo. Oranjeboom clog dyke windmill...SHIT! https://t.co/RYwVvuGG3j,"['Sexist', 'Sexist', 'NotHate']"
1049826377418121216,https://twitter.com/user/status/1049826377418121216,http://pbs.twimg.com/media/DpG7R6YW0AEI0sM.jpg,"[2, 2, 0]",2,n,https://t.co/jrCj5eoUeU todays oceanfalls update contains a new twat twatting about as one does https://t.co/fZ3EWYzq93,"['Sexist', 'Sexist', 'NotHate']"
1107569704145772545,https://twitter.com/user/status/1107569704145772545,http://pbs.twimg.com/media/D17gxuJX4AAIpVU.jpg,"[2, 0, 2]",2,1,Watch it: https://t.co/4Mnul040Mw Top-heavy MILF Julianna Jolene gets her cunt drilled hard and creampied... https://t.co/mUfG7CnUaD,"['Sexist', 'NotHate', 'Sexist']"
1062051941826457600,https://twitter.com/user/status/1062051941826457600,http://pbs.twimg.com/media/Dr0qmg6VYAABMt5.jpg,"[2, 2, 0]",2,0,@ronaldoissagoat @brfootball @MesutOzil1088 @21LVA @lukamodric10 Ronaldoisnotthegoat dickhead fuck down cunt https://t.co/aLWV79R3xA,"['Sexist', 'Sexist', 'NotHate']"
1052537511984021504,https://twitter.com/user/status/1052537511984021504,http://pbs.twimg.com/media/DptceKZU8AEvxTm.jpg,"[1, 2, 2]",2,n,@piersmorgan 😂😂😂 Once a double chin english twat...  #StillCryingThatMeghanIgnoredYou https://t.co/P6EXgGsWRT,"['Racist', 'Sexist', 'Sexist']"
1115729018735742977,https://twitter.com/user/status/1115729018735742977,http://pbs.twimg.com/media/D3vdoDYWwAAjMJ1.jpg,"[2, 2, 2]",2,n,What could make a nigga wanna go and get it? https://t.co/i7w5n94hnC,"['Sexist', 'Sexist', 'Sexist']"
1053954200755933185,https://twitter.com/user/status/1053954200755933185,http://pbs.twimg.com/media/DqBlvHqX4AAXeTk.jpg,"[2, 2, 0]",2,0,Bakayoko should never be allowed near Chelsea ever again the traitor cunt. https://t.co/LPoY658UTg,"['Sexist', 'Sexist', 'NotHate']"
1056149939523334145,https://twitter.com/user/status/1056149939523334145,http://pbs.twimg.com/media/DqgyxTvWwAA7Zvt.jpg,"[5, 2, 2]",2,1,SHES RIGHT FUCKING THERE YOU BLIND CUNT https://t.co/nv43EEemSp,"['OtherHate', 'Sexist', 'Sexist']"
1108924833130115073,https://twitter.com/user/status/1108924833130115073,http://pbs.twimg.com/ext_tw_video_thumb/1108924499892686848/pu/img/0VuvQ7kWjZMakDnk.jpg,"[2, 2, 0]",2,n,Caught one marlin today then had a massive one snap me off after 40 mins of fighting the cunt https://t.co/QaPfv0OGAr,"['Sexist', 'Sexist', 'NotHate']"
1056449240543780864,https://twitter.com/user/status/1056449240543780864,http://pbs.twimg.com/tweet_video_thumb/DqlC-qvX4AY0dRk.jpg,"[5, 2, 2]",2,n,whoever thought up turning the clock back an hour is a cunt .....😡😡😡🖕 https://t.co/FpUs1WbwDm,"['OtherHate', 'Sexist', 'Sexist']"
1054715529607430146,https://twitter.com/user/status/1054715529607430146,http://pbs.twimg.com/media/DqMaLpzX0AAwo6L.jpg,"[0, 2, 2]",2,n,"Nope, no idea why. Possibly called him a cunt, can’t remember https://t.co/osDHBBVKo4","['NotHate', 'Sexist', 'Sexist']"
1116389386504032256,https://twitter.com/user/status/1116389386504032256,http://pbs.twimg.com/media/D342OzTWwAMVp_6.jpg,"[2, 0, 2]",2,1,Full Gallery: https://t.co/vAfhPYbnDV Beautiful babe Alexis Texas with big boobs exposes her slutty twat... https://t.co/gxYBwvsnWl,"['Sexist', 'NotHate', 'Sexist']"
1113934305531658245,https://twitter.com/user/status/1113934305531658245,http://pbs.twimg.com/tweet_video_thumb/D3V9VwDW4AEJxpf.jpg,"[2, 0, 2]",2,1,He still a bitch ass nigga https://t.co/YWO4474tOj,"['Sexist', 'NotHate', 'Sexist']"
1054072840805367808,https://twitter.com/user/status/1054072840805367808,http://pbs.twimg.com/media/DqDRqK0WwAAiYzr.jpg,"[0, 2, 2]",2,0,Nah this is some johnny johnny looking ass cunt https://t.co/dv47hnrfpV,"['NotHate', 'Sexist', 'Sexist']"
1058931328593346560,https://twitter.com/user/status/1058931328593346560,http://pbs.twimg.com/media/DrIUbNbX4AAADBQ.jpg,"[2, 2, 2]",2,1,#Feminazi style... 😂 https://t.co/s7JriQmXVv,"['Sexist', 'Sexist', 'Sexist']"
1113551274241347586,https://twitter.com/user/status/1113551274241347586,http://pbs.twimg.com/tweet_video_thumb/D3Qg-dlW0AYRtRy.jpg,"[2, 0, 2]",2,n,@xhjw Haha what a twat🤦🏻‍♀️ https://t.co/xSzJARKeYq,"['Sexist', 'NotHate', 'Sexist']"
1115178317215408128,https://twitter.com/user/status/1115178317215408128,http://pbs.twimg.com/media/D3noxRdW4AAtfE1.jpg,"[2, 0, 2]",2,1,Full Movie: https://t.co/x7txSTJXqx Bootylicious babe Alexis Texas stripping and toying her cunt... https://t.co/q8XQjEaJWe,"['Sexist', 'NotHate', 'Sexist']"
1061747009302843393,https://twitter.com/user/status/1061747009302843393,http://pbs.twimg.com/ext_tw_video_thumb/1061746268005789696/pu/img/m1KNB8W4RV-0d3lY.jpg,"[2, 2, 0]",2,0,Moving up and down side to side like a roller coaster 🎢 @followthefishtv you fucking cunt 🐠 https://t.co/hF5o75h8Ip,"['Sexist', 'Sexist', 'NotHate']"
1058623584292257792,https://twitter.com/user/status/1058623584292257792,http://pbs.twimg.com/ext_tw_video_thumb/1040324709278261249/pu/img/SJYW_pGpgGrylJuv.jpg,"[2, 0, 2]",2,n,And The Twat Of The Day Is! https://t.co/iafKKPEuqV,"['Sexist', 'NotHate', 'Sexist']"
1115351772552470529,https://twitter.com/user/status/1115351772552470529,http://pbs.twimg.com/ext_tw_video_thumb/1115351499838824449/pu/img/PAPd3XhjxkbSbixO.jpg,"[0, 2, 2]",2,n,big stretched mature cunt https://t.co/vHghK8kmeh,"['NotHate', 'Sexist', 'Sexist']"
1116987271406743552,https://twitter.com/user/status/1116987271406743552,http://pbs.twimg.com/ext_tw_video_thumb/1110596953937793025/pu/img/VN70kdc8mUjatNKM.jpg,"[1, 2, 2]",2,n,You love dat nigga dick huh? Who’s daddy?😏 https://t.co/qrLTA2MWM3,"['Racist', 'Sexist', 'Sexist']"
1115076626541416448,https://twitter.com/user/status/1115076626541416448,http://pbs.twimg.com/tweet_video_thumb/D3mMRx6XkAAsSob.jpg,"[0, 2, 2]",2,n,@badbwoyreb3l Stop playing wit them trash niggas &amp; fuck widd a real nigga🤷🏾‍♂️ https://t.co/jb0xQnFm6J,"['NotHate', 'Sexist', 'Sexist']"
1107229879865667584,https://twitter.com/user/status/1107229879865667584,http://pbs.twimg.com/media/D12rtExXgAIv1b7.jpg,"[2, 3, 2]",2,1,I'M A GAY SMOOTH SISSY  FAGGOT  WITH GORGEOUS FEMININE  LEGS https://t.co/HEzX9dAHbH,"['Sexist', 'Homophobe', 'Sexist']"
